#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP027577.1,23761,24231,+,,argR,C6997_RS00135,WP_001257846.1,156,MULTISPECIES: transcriptional regulator ArgR
chromosome,NZ_CP027577.1,24596,24859,+,,yhcN,C6997_RS00140,WP_000695690.1,87,MULTISPECIES: peroxide/acid stress response protein YhcN
chromosome,NZ_CP027577.1,24915,25187,-,,,C6997_RS00145,WP_001029013.1,90,MULTISPECIES: barnase inhibitor
chromosome,NZ_CP027577.1,25279,27246,-,,aaeB,C6997_RS00150,WP_000510982.1,655,p-hydroxybenzoic acid efflux pump subunit AaeB
chromosome,NZ_CP027577.1,27252,28184,-,,aaeA,C6997_RS00155,WP_000854021.1,310,MULTISPECIES: p-hydroxybenzoic acid efflux pump subunit AaeA
chromosome,NZ_CP027577.1,28192,28395,-,,,C6997_RS00160,WP_000051841.1,67,MULTISPECIES: AaeX family protein
chromosome,NZ_CP027577.1,28578,29507,+,,aaeR,C6997_RS00165,WP_000440317.1,309,MULTISPECIES: HTH-type transcriptional activator AaeR
chromosome,NZ_CP027577.1,29635,31080,-,,tldD,C6997_RS00170,WP_000055916.1,481,metalloprotease TldD
chromosome,NZ_CP027577.1,31236,35036,-,,,C6997_RS00175,WP_001253605.1,1266,MULTISPECIES: AsmA2 domain-containing protein
chromosome,NZ_CP027577.1,35104,36573,-,,,C6997_RS00180,WP_000123197.1,489,MULTISPECIES: ribonuclease G
chromosome,NZ_CP027577.1,36563,37156,-,,yhdE,C6997_RS00185,WP_000203096.1,197,MULTISPECIES: nucleoside triphosphate pyrophosphatase YhdE
chromosome,NZ_CP027577.1,37165,37653,-,,mreD,C6997_RS00190,WP_000179409.1,162,MULTISPECIES: rod shape-determining protein MreD
chromosome,NZ_CP027577.1,37653,38756,-,,mreC,C6997_RS00195,WP_000802516.1,367,MULTISPECIES: rod shape-determining protein MreC
chromosome,NZ_CP027577.1,38822,39865,-,,,C6997_RS00200,WP_000913396.1,347,MULTISPECIES: rod shape-determining protein MreB
chromosome,NZ_CP027577.1,40170,42110,-,,csrD,C6997_RS00215,WP_001241436.1,646,MULTISPECIES: RNase E specificity factor CsrD
chromosome,NZ_CP027577.1,42262,43236,+,,,C6997_RS00220,WP_001148478.1,324,MULTISPECIES: oxidoreductase
chromosome,NZ_CP027577.1,43273,44103,+,,,C6997_RS00225,WP_000202360.1,276,hypothetical protein
chromosome,NZ_CP027577.1,44969,45439,+,,accB,C6997_RS00235,WP_000354619.1,156,acetyl-CoA carboxylase biotin carboxyl carrier protein
chromosome,NZ_CP027577.1,45450,46799,+,,accC,C6997_RS00240,WP_000884639.1,449,MULTISPECIES: acetyl-CoA carboxylase biotin carboxylase subunit
chromosome,NZ_CP027577.1,46891,47937,-,,,C6997_RS00245,WP_000787051.1,348,MULTISPECIES: aldose 1-epimerase family protein
chromosome,NZ_CP027577.1,47934,48896,-,,,C6997_RS00250,WP_000048610.1,320,MULTISPECIES: sugar kinase
chromosome,NZ_CP027577.1,48918,49907,-,,,C6997_RS00255,WP_000137048.1,329,ABC transporter permease
chromosome,NZ_CP027577.1,49908,51407,-,,,C6997_RS00260,WP_000132907.1,499,MULTISPECIES: sugar ABC transporter ATP-binding protein
chromosome,NZ_CP027577.1,51468,52358,-,,,C6997_RS00265,WP_001341904.1,296,MULTISPECIES: substrate-binding domain-containing protein
chromosome,NZ_CP027577.1,52394,53248,-,,,C6997_RS00270,WP_000275535.1,284,MULTISPECIES: tagatose bisphosphate family class II aldolase
chromosome,NZ_CP027577.1,53590,54420,+,,,C6997_RS00275,WP_000843960.1,276,MULTISPECIES: DeoR/GlpR transcriptional regulator
chromosome,NZ_CP027577.1,54452,55387,+,,,C6997_RS00280,WP_001446002.1,311,MULTISPECIES: sugar kinase
chromosome,NZ_CP027577.1,55480,55722,+,,,C6997_RS00285,WP_000381170.1,80,MULTISPECIES: YhdT family protein
chromosome,NZ_CP027577.1,55712,57163,+,,panF,C6997_RS00290,WP_001175728.1,483,MULTISPECIES: sodium/pantothenate symporter
chromosome,NZ_CP027577.1,57175,58056,+,,prmA,C6997_RS00295,WP_001145827.1,293,MULTISPECIES: 50S ribosomal protein L11 methyltransferase
chromosome,NZ_CP027577.1,58385,59350,+,,dusB,C6997_RS00300,WP_001219652.1,321,MULTISPECIES: tRNA dihydrouridine synthase DusB
chromosome,NZ_CP027577.1,59376,59672,+,,fis,C6997_RS00305,WP_000462905.1,98,MULTISPECIES: DNA-binding transcriptional regulator Fis
chromosome,NZ_CP027577.1,59758,60642,+,,yhdJ,C6997_RS00310,WP_001258900.1,294,MULTISPECIES: adenine-specific DNA-methyltransferase
chromosome,NZ_CP027577.1,60726,60905,+,,,C6997_RS00315,WP_001295275.1,59,MULTISPECIES: DUF2556 family protein
chromosome,NZ_CP027577.1,60908,61570,-,,acrS,C6997_RS00320,WP_001129522.1,220,MULTISPECIES: multidrug efflux transporter transcriptional repressor AcrS
chromosome,NZ_CP027577.1,61969,63126,+,,acrE,C6997_RS00330,WP_000160334.1,385,MULTISPECIES: multidrug efflux RND transporter periplasmic adaptor subunit AcrE
chromosome,NZ_CP027577.1,63138,66242,+,,acrF,C6997_RS00335,WP_001273218.1,1034,MULTISPECIES: multidrug efflux RND transporter permease subunit AcrF
chromosome,NZ_CP027577.1,66495,66716,+,,,C6997_RS00340,WP_000825639.1,73,MULTISPECIES: membrane protein
chromosome,NZ_CP027577.1,67147,68172,+,,,C6997_RS00350,WP_000738579.1,341,MULTISPECIES: amino acid ABC transporter substrate-binding protein
chromosome,NZ_CP027577.1,68684,69897,+,,,C6997_RS00360,WP_085948178.1,404,MULTISPECIES: IS3 family transposase
chromosome,NZ_CP027577.1,70743,71846,+,,,C6997_RS00370,WP_001297685.1,367,MULTISPECIES: amino acid ABC transporter permease
chromosome,NZ_CP027577.1,71854,72612,+,,,C6997_RS00375,WP_000078339.1,252,MULTISPECIES: amino acid ABC transporter ATP-binding protein
chromosome,NZ_CP027577.1,78497,79051,+,,,C6997_RS00420,WP_001286216.1,184,MULTISPECIES: gamma carbonic anhydrase family protein
chromosome,NZ_CP027577.1,79027,79284,-,,,C6997_RS00425,WP_001070563.1,85,MULTISPECIES: DUF1488 domain-containing protein
chromosome,NZ_CP027577.1,79281,80099,-,,aroE,C6997_RS00430,WP_000451211.1,272,MULTISPECIES: shikimate dehydrogenase
chromosome,NZ_CP027577.1,80104,80676,-,,tsaC,C6997_RS00435,WP_001297709.1,190,MULTISPECIES: L-threonylcarbamoyladenylate synthase type 1 TsaC
chromosome,NZ_CP027577.1,80681,81223,-,,,C6997_RS00440,WP_001129719.1,180,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027577.1,81252,81725,-,,smg,C6997_RS00445,WP_000460672.1,157,MULTISPECIES: DUF494 domain-containing protein
chromosome,NZ_CP027577.1,81697,82821,-,,dprA,C6997_RS00450,WP_000228529.1,374,DNA-protecting protein DprA
chromosome,NZ_CP027577.1,82951,83460,+,,,C6997_RS00455,WP_000114986.1,169,MULTISPECIES: peptide deformylase
chromosome,NZ_CP027577.1,83475,84422,+,,,C6997_RS00460,WP_000004477.1,315,methionyl-tRNA formyltransferase
chromosome,NZ_CP027577.1,84468,85757,+,,rsmB,C6997_RS00465,WP_000744775.1,429,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB
chromosome,NZ_CP027577.1,85779,87155,+,,trkA,C6997_RS00470,WP_000691382.1,458,MULTISPECIES: Trk system potassium transporter TrkA
chromosome,NZ_CP027577.1,87285,87695,+,,mscL,C6997_RS00475,WP_000022439.1,136,MULTISPECIES: large-conductance mechanosensitive channel protein MscL
chromosome,NZ_CP027577.1,87692,87910,-,,arfA,C6997_RS00480,WP_000092696.1,72,MULTISPECIES: alternative ribosome-rescue factor ArfA
chromosome,NZ_CP027577.1,87966,88391,-,,zntR,C6997_RS00485,WP_000285607.1,141,MULTISPECIES: Zn(2+)-responsive transcriptional regulator
chromosome,NZ_CP027577.1,88402,88770,-,,,C6997_RS00490,WP_000266492.1,122,MULTISPECIES: DUF1992 domain-containing protein
chromosome,NZ_CP027577.1,88877,89260,-,,rplQ,C6997_RS00495,WP_001216368.1,127,MULTISPECIES: 50S ribosomal protein L17
chromosome,NZ_CP027577.1,89301,90290,-,,rpoA,C6997_RS00500,WP_001162094.1,329,MULTISPECIES: DNA-directed RNA polymerase subunit alpha
chromosome,NZ_CP027577.1,90316,90936,-,,rpsD,C6997_RS00505,WP_000135224.1,206,MULTISPECIES: 30S ribosomal protein S4
chromosome,NZ_CP027577.1,90970,91359,-,,rpsK,C6997_RS00510,WP_001029684.1,129,MULTISPECIES: 30S ribosomal protein S11
chromosome,NZ_CP027577.1,91376,91732,-,,rpsM,C6997_RS00515,WP_000090775.1,118,MULTISPECIES: 30S ribosomal protein S13
chromosome,NZ_CP027577.1,91879,91995,-,,rpmJ,C6997_RS00520,WP_000868187.1,38,MULTISPECIES: 50S ribosomal protein L36
chromosome,NZ_CP027577.1,92027,93358,-,,secY,C6997_RS00525,WP_001118861.1,443,MULTISPECIES: preprotein translocase subunit SecY
chromosome,NZ_CP027577.1,93366,93800,-,,rplO,C6997_RS00530,WP_001238917.1,144,MULTISPECIES: 50S ribosomal protein L15
chromosome,NZ_CP027577.1,93804,93983,-,,rpmD,C6997_RS00535,WP_001140433.1,59,MULTISPECIES: 50S ribosomal protein L30
chromosome,NZ_CP027577.1,93987,94490,-,,rpsE,C6997_RS00540,WP_000940121.1,167,MULTISPECIES: 30S ribosomal protein S5
chromosome,NZ_CP027577.1,94505,94858,-,,rplR,C6997_RS00545,WP_000358960.1,117,MULTISPECIES: 50S ribosomal protein L18
chromosome,NZ_CP027577.1,94868,95401,-,,rplF,C6997_RS00550,WP_000091945.1,177,MULTISPECIES: 50S ribosomal protein L6
chromosome,NZ_CP027577.1,95414,95806,-,,rpsH,C6997_RS00555,WP_000062611.1,130,MULTISPECIES: 30S ribosomal protein S8
chromosome,NZ_CP027577.1,95840,96145,-,,rpsN,C6997_RS00560,WP_001118930.1,101,MULTISPECIES: 30S ribosomal protein S14
chromosome,NZ_CP027577.1,96160,96699,-,,rplE,C6997_RS00565,WP_001096200.1,179,MULTISPECIES: 50S ribosomal protein L5
chromosome,NZ_CP027577.1,96714,97028,-,,rplX,C6997_RS00570,WP_000729185.1,104,MULTISPECIES: 50S ribosomal protein L24
chromosome,NZ_CP027577.1,97039,97410,-,,rplN,C6997_RS00575,WP_000613955.1,123,MULTISPECIES: 50S ribosomal protein L14
chromosome,NZ_CP027577.1,97575,97829,-,,rpsQ,C6997_RS00580,WP_000130100.1,84,MULTISPECIES: 30S ribosomal protein S17
chromosome,NZ_CP027577.1,97829,98020,-,,rpmC,C6997_RS00585,WP_000644741.1,63,MULTISPECIES: 50S ribosomal protein L29
chromosome,NZ_CP027577.1,98020,98430,-,,rplP,C6997_RS00590,WP_000941212.1,136,MULTISPECIES: 50S ribosomal protein L16
chromosome,NZ_CP027577.1,98443,99144,-,,rpsC,C6997_RS00595,WP_000529945.1,233,MULTISPECIES: 30S ribosomal protein S3
chromosome,NZ_CP027577.1,99162,99494,-,,rplV,C6997_RS00600,WP_000447529.1,110,MULTISPECIES: 50S ribosomal protein L22
chromosome,NZ_CP027577.1,99509,99787,-,,rpsS,C6997_RS00605,WP_001138117.1,92,MULTISPECIES: 30S ribosomal protein S19
chromosome,NZ_CP027577.1,99804,100625,-,,rplB,C6997_RS00610,WP_000301864.1,273,MULTISPECIES: 50S ribosomal protein L2
chromosome,NZ_CP027577.1,100643,100945,-,,rplW,C6997_RS00615,WP_000617544.1,100,MULTISPECIES: 50S ribosomal protein L23
chromosome,NZ_CP027577.1,100942,101547,-,,rplD,C6997_RS00620,WP_000424395.1,201,MULTISPECIES: 50S ribosomal protein L4
chromosome,NZ_CP027577.1,101558,102187,-,,rplC,C6997_RS00625,WP_000579833.1,209,MULTISPECIES: 50S ribosomal protein L3
chromosome,NZ_CP027577.1,102220,102531,-,,rpsJ,C6997_RS00630,WP_001181004.1,103,MULTISPECIES: 30S ribosomal protein S10
chromosome,NZ_CP027577.1,102910,103377,+,,,C6997_RS00640,WP_000339836.1,155,MULTISPECIES: prepilin peptidase
chromosome,NZ_CP027577.1,103374,103850,-,,,C6997_RS00645,WP_000675515.1,158,MULTISPECIES: bacterioferritin
chromosome,NZ_CP027577.1,103923,104117,-,,,C6997_RS00650,WP_000289090.1,64,MULTISPECIES: bacterioferritin-associated ferredoxin
chromosome,NZ_CP027577.1,104300,105484,-,,tuf,C6997_RS00660,WP_000031783.1,394,MULTISPECIES: elongation factor Tu
chromosome,NZ_CP027577.1,105555,107669,-,,fusA,C6997_RS00665,WP_000124700.1,704,MULTISPECIES: elongation factor G
chromosome,NZ_CP027577.1,107766,108236,-,,rpsG,C6997_RS00670,WP_001138043.1,156,MULTISPECIES: 30S ribosomal protein S7
chromosome,NZ_CP027577.1,108333,108707,-,,rpsL,C6997_RS00675,WP_000246815.1,124,MULTISPECIES: 30S ribosomal protein S12
chromosome,NZ_CP027577.1,108833,109120,-,,tusB,C6997_RS00680,WP_000903377.1,95,MULTISPECIES: sulfurtransferase complex subunit TusB
chromosome,NZ_CP027577.1,109128,109487,-,,tusC,C6997_RS00685,WP_000820721.1,119,sulfurtransferase complex subunit TusC
chromosome,NZ_CP027577.1,109487,109873,-,,tusD,C6997_RS00690,WP_001209710.1,128,MULTISPECIES: sulfurtransferase complex subunit TusD
chromosome,NZ_CP027577.1,109873,110595,-,,,C6997_RS00695,WP_000091466.1,240,MULTISPECIES: transcriptional regulator
chromosome,NZ_CP027577.1,110762,111574,-,,fkpA,C6997_RS00700,WP_000838261.1,270,MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase
chromosome,NZ_CP027577.1,111795,112013,+,,,C6997_RS00705,WP_001153615.1,72,MULTISPECIES: protein SlyX
chromosome,NZ_CP027577.1,112062,112652,-,,,C6997_RS00710,WP_000861334.1,196,MULTISPECIES: peptidylprolyl isomerase
chromosome,NZ_CP027577.1,112747,112947,-,,,C6997_RS00715,WP_001007730.1,66,MULTISPECIES: YheV family putative metal-binding protein
chromosome,NZ_CP027577.1,112957,114762,-,,kefB,C6997_RS00720,WP_000399122.1,601,MULTISPECIES: glutathione-regulated potassium-efflux system protein KefB
chromosome,NZ_CP027577.1,114762,115313,-,,kefG,C6997_RS00725,WP_001427705.1,183,glutathione-regulated potassium-efflux system ancillary protein KefG
chromosome,NZ_CP027577.1,115444,117357,+,,,C6997_RS00735,WP_000634798.1,637,MULTISPECIES: ABC transporter ATP-binding protein
chromosome,NZ_CP027577.1,117357,118379,+,,,C6997_RS00740,WP_000057356.1,340,MULTISPECIES: hydrolase
chromosome,NZ_CP027577.1,118373,118591,+,,,C6997_RS00745,WP_000907085.1,72,MULTISPECIES: YheU family protein
chromosome,NZ_CP027577.1,118645,119514,+,,,C6997_RS00750,WP_001274680.1,289,MULTISPECIES: phosphoribulokinase
chromosome,NZ_CP027577.1,119569,119973,-,,,C6997_RS00755,WP_001148908.1,134,MULTISPECIES: OsmC family protein
chromosome,NZ_CP027577.1,120275,120907,+,,crp,C6997_RS00765,WP_000242755.1,210,MULTISPECIES: cAMP-activated global transcriptional regulator CRP
chromosome,NZ_CP027577.1,120958,123048,+,,,C6997_RS00770,WP_001295162.1,696,MULTISPECIES: membrane protein
chromosome,NZ_CP027577.1,123115,124335,-,,argD/dapC,C6997_RS00775,WP_000963792.1,406,MULTISPECIES: bifunctional acetylornithine/succinyldiaminopimelate transaminase
chromosome,NZ_CP027577.1,124421,124984,-,,pabA,C6997_RS00780,WP_000601850.1,187,MULTISPECIES: aminodeoxychorismate synthase component 2
chromosome,NZ_CP027577.1,125016,125618,-,,,C6997_RS00785,WP_001280624.1,200,MULTISPECIES: putative adenosine monophosphate-protein transferase Fic
chromosome,NZ_CP027577.1,125608,125775,-,,,C6997_RS00790,WP_000736860.1,55,MULTISPECIES: YhfG family protein
chromosome,NZ_CP027577.1,125880,126452,-,,ppiA,C6997_RS00795,WP_000477225.1,190,MULTISPECIES: peptidylprolyl isomerase A
chromosome,NZ_CP027577.1,126723,127904,+,,tsgA,C6997_RS00800,WP_000185247.1,393,MULTISPECIES: MFS transporter TsgA
chromosome,NZ_CP027577.1,128166,130709,+,,nirB,C6997_RS00805,WP_000049213.1,847,MULTISPECIES: NADPH-nitrite reductase large subunit
chromosome,NZ_CP027577.1,130706,131032,+,,nirD,C6997_RS00810,WP_000084764.1,108,MULTISPECIES: nitrite reductase small subunit NirD
chromosome,NZ_CP027577.1,131158,131964,+,,nirC,C6997_RS00815,WP_000493579.1,268,nitrite transporter NirC
chromosome,NZ_CP027577.1,131983,133356,+,,cobA,C6997_RS00820,WP_000349881.1,457,MULTISPECIES: uroporphyrinogen-III C-methyltransferase
chromosome,NZ_CP027577.1,133603,133770,+,,,C6997_RS00825,WP_001031834.1,55,MULTISPECIES: YhfL family protein
chromosome,NZ_CP027577.1,134014,135402,+,,frlA,C6997_RS00830,WP_001311175.1,462,MULTISPECIES: fructoselysine/psicoselysine transporter
chromosome,NZ_CP027577.1,135423,136445,+,,frlB,C6997_RS00835,WP_001307427.1,340,fructoselysine 6-phosphate deglycase
chromosome,NZ_CP027577.1,136495,137325,+,,frlC,C6997_RS00845,WP_000847834.1,276,MULTISPECIES: fructoselysine 3-epimerase
chromosome,NZ_CP027577.1,137322,138107,+,,frlD,C6997_RS00850,WP_000853361.1,261,MULTISPECIES: fructoselysine 6-kinase
chromosome,NZ_CP027577.1,138207,138938,+,,phoB,C6997_RS00855,WP_001276847.1,243,MULTISPECIES: transcriptional regulator PhoB
chromosome,NZ_CP027577.1,139090,140175,-,,,C6997_RS00860,WP_000847129.1,361,MULTISPECIES: aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
chromosome,NZ_CP027577.1,140187,141491,-,,,C6997_RS00865,WP_000366877.1,434,MULTISPECIES: membrane protein
chromosome,NZ_CP027577.1,141503,141856,-,,,C6997_RS00870,WP_001297518.1,117,MULTISPECIES: DUF2620 domain-containing protein
chromosome,NZ_CP027577.1,141867,142745,-,,,C6997_RS00875,WP_000020844.1,292,MULTISPECIES: phosphotriesterase-related protein
chromosome,NZ_CP027577.1,142742,143968,-,,,C6997_RS00880,WP_000090578.1,408,MULTISPECIES: phosphopentomutase
chromosome,NZ_CP027577.1,143968,145131,-,,,C6997_RS00885,WP_000497375.1,387,YhfX family PLP-dependent enzyme
chromosome,NZ_CP027577.1,145215,145577,-,,,C6997_RS00890,WP_001295165.1,120,MULTISPECIES: PRD domain protein
chromosome,NZ_CP027577.1,145594,146499,-,,,C6997_RS00895,WP_001254810.1,301,hypothetical protein
chromosome,NZ_CP027577.1,146768,147772,-,,trpS,C6997_RS00900,WP_000165553.1,334,MULTISPECIES: tryptophan--tRNA ligase
chromosome,NZ_CP027577.1,147765,148523,-,,,C6997_RS00905,WP_001031729.1,252,MULTISPECIES: phosphoglycolate phosphatase
chromosome,NZ_CP027577.1,148516,149193,-,,,C6997_RS00910,WP_000816280.1,225,MULTISPECIES: ribulose-phosphate 3-epimerase
chromosome,NZ_CP027577.1,149211,150047,-,,,C6997_RS00915,WP_000742143.1,278,MULTISPECIES: adenine-specific DNA-methyltransferase
chromosome,NZ_CP027577.1,150154,151440,-,,damX,C6997_RS00920,WP_000343193.1,428,MULTISPECIES: cell division protein DamX
chromosome,NZ_CP027577.1,151532,152620,-,,aroB,C6997_RS00925,WP_000439847.1,362,3-dehydroquinate synthase
chromosome,NZ_CP027577.1,152677,153198,-,,aroK,C6997_RS00930,WP_000818618.1,173,MULTISPECIES: shikimate kinase AroK
chromosome,NZ_CP027577.1,153599,154837,-,,hofQ,C6997_RS00940,WP_000815968.1,412,MULTISPECIES: DNA uptake porin HofQ
chromosome,NZ_CP027577.1,154749,155153,-,,hofP,C6997_RS00945,WP_001300917.1,134,MULTISPECIES: DNA utilization protein HofP
chromosome,NZ_CP027577.1,155143,155583,-,,hofO,C6997_RS00950,WP_001055754.1,146,MULTISPECIES: DNA utilization protein HofO
chromosome,NZ_CP027577.1,155567,156106,-,,,C6997_RS00955,WP_001069315.1,179,MULTISPECIES: DNA utilization protein HofN
chromosome,NZ_CP027577.1,156106,156885,-,,hofM,C6997_RS00960,WP_001341921.1,259,MULTISPECIES: DNA utilization protein HofM
chromosome,NZ_CP027577.1,157005,159557,+,,mrcA,C6997_RS00965,WP_000673804.1,850,MULTISPECIES: peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA
chromosome,NZ_CP027577.1,159723,160283,-,,nudE,C6997_RS00970,WP_000045744.1,186,MULTISPECIES: ADP compounds hydrolase NudE
chromosome,NZ_CP027577.1,160603,162738,+,,igaA,C6997_RS00975,WP_000104553.1,711,intracellular growth attenuator protein IgaA
chromosome,NZ_CP027577.1,162803,163471,+,,,C6997_RS00980,WP_001295168.1,222,MULTISPECIES: GMP/IMP nucleotidase
chromosome,NZ_CP027577.1,163482,163883,+,,hslR,C6997_RS00985,WP_000660485.1,133,MULTISPECIES: ribosome-associated heat shock protein Hsp15
chromosome,NZ_CP027577.1,163908,164786,+,,,C6997_RS00990,WP_001135575.1,292,MULTISPECIES: Hsp33 family molecular chaperone HslO
chromosome,NZ_CP027577.1,164921,166645,-,,,C6997_RS00995,WP_000370827.1,574,DUF4153 domain-containing protein
chromosome,NZ_CP027577.1,167024,168646,+,,pckA,C6997_RS01005,WP_001265681.1,540,MULTISPECIES: phosphoenolpyruvate carboxykinase (ATP)
chromosome,NZ_CP027577.1,168722,170074,-,,envZ,C6997_RS01010,WP_001253689.1,450,two-component system sensor histidine kinase EnvZ
chromosome,NZ_CP027577.1,170071,170790,-,,ompR,C6997_RS01015,WP_001157751.1,239,MULTISPECIES: two-component system response regulator OmpR
chromosome,NZ_CP027577.1,170982,171494,+,,greB,C6997_RS01025,WP_001304926.1,170,MULTISPECIES: transcription elongation factor GreB
chromosome,NZ_CP027577.1,171591,173912,+,,,C6997_RS01030,WP_000980697.1,773,RNA-binding transcriptional accessory protein
chromosome,NZ_CP027577.1,174350,174577,+,,feoA,C6997_RS01040,WP_001200455.1,75,MULTISPECIES: ferrous iron transporter A
chromosome,NZ_CP027577.1,174594,176915,+,,feoB,C6997_RS01045,WP_000737007.1,773,MULTISPECIES: Fe(2+) transporter permease subunit FeoB
chromosome,NZ_CP027577.1,176915,177151,+,,feoC,C6997_RS01050,WP_000157586.1,78,MULTISPECIES:
chromosome,NZ_CP027577.1,177354,178232,+,,rpnA,C6997_RS01060,WP_000039063.1,292,MULTISPECIES: recombination-promoting nuclease RpnA
chromosome,NZ_CP027577.1,178261,179031,-,,bioH,C6997_RS01065,WP_001060076.1,256,MULTISPECIES: pimeloyl-ACP methyl ester esterase BioH
chromosome,NZ_CP027577.1,179069,179752,+,,gntX,C6997_RS01070,WP_000958727.1,227,MULTISPECIES: DNA utilization protein GntX
chromosome,NZ_CP027577.1,179811,180386,+,,nfuA,C6997_RS01075,WP_000619389.1,191,MULTISPECIES: Fe-S biogenesis protein NfuA
chromosome,NZ_CP027577.1,180747,182063,+,,gntT,C6997_RS01080,WP_001131758.1,438,MULTISPECIES: gluconate transporter
chromosome,NZ_CP027577.1,182108,184192,-,,malQ,C6997_RS01085,WP_000444350.1,694,MULTISPECIES: 4-alpha-glucanotransferase
chromosome,NZ_CP027577.1,184202,186595,-,,malP,C6997_RS01090,WP_000081909.1,797,MULTISPECIES: maltodextrin phosphorylase
chromosome,NZ_CP027577.1,187207,189912,+,,malT,C6997_RS01095,WP_000906970.1,901,MULTISPECIES: HTH-type transcriptional regulator MalT
chromosome,NZ_CP027577.1,189955,190971,-,,rtcA,C6997_RS01100,WP_001341929.1,338,MULTISPECIES: RNA 3\\'-terminal phosphate cyclase
chromosome,NZ_CP027577.1,190975,192201,-,,,C6997_RS01105,WP_001105463.1,408,MULTISPECIES: RNA-splicing ligase RtcB
chromosome,NZ_CP027577.1,192390,193988,+,,,C6997_RS01110,WP_001232981.1,532,DNA-binding transcriptional regulator RtcR
chromosome,NZ_CP027577.1,193970,194728,-,,,C6997_RS01115,WP_000815099.1,252,MULTISPECIES: DeoR/GlpR family transcriptional regulator
chromosome,NZ_CP027577.1,194745,195575,-,,glpG,C6997_RS01120,WP_000928731.1,276,MULTISPECIES: rhomboid family intramembrane serine protease GlpG
chromosome,NZ_CP027577.1,195620,195946,-,,glpE,C6997_RS01125,WP_000362869.1,108,MULTISPECIES: thiosulfate sulfurtransferase GlpE
chromosome,NZ_CP027577.1,196136,197641,+,,,C6997_RS01130,WP_000448139.1,501,MULTISPECIES: glycerol-3-phosphate dehydrogenase
chromosome,NZ_CP027577.1,197693,198298,-,,,C6997_RS01135,WP_000589361.1,201,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027577.1,198301,199068,-,,,C6997_RS01140,WP_001183157.1,255,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027577.1,199071,199781,-,,,C6997_RS01145,WP_000424553.1,236,hypothetical protein
