#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_AP018808.1,67740,68435,-,,araD,EL389_RS00300,WP_000888666.1,231,MULTISPECIES: L-ribulose-5-phosphate 4-epimerase
chromosome,NZ_AP018808.1,68604,70106,-,,araA,EL389_RS00305,WP_000151734.1,500,MULTISPECIES: L-arabinose isomerase
chromosome,NZ_AP018808.1,70117,71817,-,,araB,EL389_RS00310,WP_000951783.1,566,ribulokinase
chromosome,NZ_AP018808.1,72156,73034,+,,araC,EL389_RS00315,WP_001341265.1,292,arabinose operon transcriptional regulator AraC
chromosome,NZ_AP018808.1,73120,73884,+,,,EL389_RS00320,WP_001148402.1,254,MULTISPECIES: DedA family protein
chromosome,NZ_AP018808.1,73998,74696,-,,thiQ,EL389_RS00325,WP_000916310.1,232,MULTISPECIES: thiamine ABC transporter ATP-binding protein ThiQ
chromosome,NZ_AP018808.1,74680,76290,-,,thiP,EL389_RS00330,WP_000235706.1,536,MULTISPECIES: thiamine/thiamine pyrophosphate ABC transporter permease ThiP
chromosome,NZ_AP018808.1,76266,77249,-,,thiB,EL389_RS00335,WP_001341264.1,327,thiamine ABC transporter substrate binding subunit
chromosome,NZ_AP018808.1,77413,79068,-,,,EL389_RS00340,WP_001299221.1,551,MULTISPECIES: DNA-binding transcriptional regulator SgrR
chromosome,NZ_AP018808.1,79157,79288,+,,sgrT,EL389_RS00345,WP_001248767.1,43,MULTISPECIES: glucose uptake inhibitor SgrT
chromosome,NZ_AP018808.1,79390,80568,+,,setA,EL389_RS00350,WP_000637846.1,392,MULTISPECIES: sugar efflux transporter SetA
chromosome,NZ_AP018808.1,80617,81222,-,,leuD,EL389_RS00355,WP_000818228.1,201,MULTISPECIES: 3-isopropylmalate dehydratase small subunit
chromosome,NZ_AP018808.1,81233,82633,-,,leuC,EL389_RS00360,WP_001140652.1,466,MULTISPECIES: 3-isopropylmalate dehydratase large subunit
chromosome,NZ_AP018808.1,82636,83727,-,,leuB,EL389_RS00365,WP_000042353.1,363,MULTISPECIES: 3-isopropylmalate dehydrogenase
chromosome,NZ_AP018808.1,83727,85298,-,,leuA,EL389_RS00370,WP_000082846.1,523,MULTISPECIES: 2-isopropylmalate synthase
chromosome,NZ_AP018808.1,85391,85477,-,,leuL,EL389_RS00375,WP_001300467.1,28,MULTISPECIES: leu operon leader peptide
chromosome,NZ_AP018808.1,86138,87082,+,,leuO,EL389_RS00380,WP_001297362.1,314,MULTISPECIES: transcriptional regulator LeuO
chromosome,NZ_AP018808.1,87400,89124,+,,ilvI,EL389_RS00385,WP_000425657.1,574,MULTISPECIES: acetolactate synthase 3 large subunit
chromosome,NZ_AP018808.1,89127,89618,+,,ilvN,EL389_RS00390,WP_001252744.1,163,MULTISPECIES: acetolactate synthase small subunit
chromosome,NZ_AP018808.1,89630,89716,+,,,EL389_RS00395,WP_001303787.1,28,MULTISPECIES: fruR/shl operon leader peptide
chromosome,NZ_AP018808.1,89798,90802,+,,cra,EL389_RS00400,WP_000762401.1,334,MULTISPECIES: catabolite repressor/activator
chromosome,NZ_AP018808.1,91404,91862,+,,,EL389_RS00405,WP_001295770.1,152,MULTISPECIES: division/cell wall cluster transcriptional repressor MraZ
chromosome,NZ_AP018808.1,91864,92805,+,,rsmH,EL389_RS00410,WP_000970479.1,313,MULTISPECIES: 16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
chromosome,NZ_AP018808.1,92802,93167,+,,ftsL,EL389_RS00415,WP_000625658.1,121,MULTISPECIES: cell division protein FtsL
chromosome,NZ_AP018808.1,93183,94949,+,,,EL389_RS00420,WP_000642196.1,588,MULTISPECIES: peptidoglycan glycosyltransferase FtsI
chromosome,NZ_AP018808.1,94936,96423,+,,murE,EL389_RS00425,WP_000785155.1,495,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
chromosome,NZ_AP018808.1,96420,97778,+,,murF,EL389_RS00430,WP_000626688.1,452,MULTISPECIES: UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
chromosome,NZ_AP018808.1,97772,98854,+,,mraY,EL389_RS00435,WP_000964126.1,360,MULTISPECIES: phospho-N-acetylmuramoyl-pentapeptide-transferase
chromosome,NZ_AP018808.1,98857,100173,+,,murD,EL389_RS00440,WP_000796468.1,438,MULTISPECIES: UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
chromosome,NZ_AP018808.1,100173,101417,+,,ftsW,EL389_RS00445,WP_001295532.1,414,MULTISPECIES: cell division protein FtsW
chromosome,NZ_AP018808.1,101414,102481,+,,murG,EL389_RS00450,WP_000016559.1,355,MULTISPECIES: undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
chromosome,NZ_AP018808.1,102535,104010,+,,murC,EL389_RS00455,WP_001096056.1,491,UDP-N-acetylmuramate--L-alanine ligase
chromosome,NZ_AP018808.1,104003,104923,+,,,EL389_RS00460,WP_000130058.1,306,D-alanine--D-alanine ligase
chromosome,NZ_AP018808.1,104925,105755,+,,ftsQ,EL389_RS00465,WP_000075743.1,276,cell division protein FtsQ
chromosome,NZ_AP018808.1,105752,107014,+,,ftsA,EL389_RS00470,WP_000588474.1,420,MULTISPECIES: cell division protein FtsA
chromosome,NZ_AP018808.1,107075,108226,+,,ftsZ,EL389_RS00475,WP_000462776.1,383,MULTISPECIES: cell division protein FtsZ
chromosome,NZ_AP018808.1,108327,109244,+,,lpxC,EL389_RS00480,WP_000595482.1,305,MULTISPECIES: UDP-3-O-acyl-N-acetylglucosamine deacetylase
chromosome,NZ_AP018808.1,109475,109987,+,,secM,EL389_RS00485,WP_000014321.1,170,MULTISPECIES: secA regulator SecM
chromosome,NZ_AP018808.1,110049,112754,+,,secA,EL389_RS00490,WP_000905795.1,901,MULTISPECIES: preprotein translocase subunit SecA
chromosome,NZ_AP018808.1,112814,113203,+,,mutT,EL389_RS00495,WP_000736013.1,129,MULTISPECIES: 8-oxo-dGTP diphosphatase MutT
chromosome,NZ_AP018808.1,113218,113481,-,,,EL389_RS00500,WP_024172629.1,87,hypothetical protein
chromosome,NZ_AP018808.1,113473,114453,+,,,EL389_RS00505,WP_000399685.1,326,MULTISPECIES: IS110-like element IS621 family transposase
chromosome,NZ_AP018808.1,114582,114779,-,,yacG,EL389_RS00510,WP_000005042.1,65,MULTISPECIES: DNA gyrase inhibitor YacG
chromosome,NZ_AP018808.1,114789,115532,-,,zapD,EL389_RS00515,WP_001194734.1,247,MULTISPECIES: cell division protein ZapD
chromosome,NZ_AP018808.1,115532,116152,-,,coaE,EL389_RS00520,WP_001269520.1,206,MULTISPECIES: dephospho-CoA kinase
chromosome,NZ_AP018808.1,116377,117420,+,,guaC,EL389_RS00525,WP_001217338.1,347,MULTISPECIES: GMP reductase
chromosome,NZ_AP018808.1,117455,118657,-,,hofC,EL389_RS00530,WP_000157234.1,400,MULTISPECIES: protein transport protein HofC
chromosome,NZ_AP018808.1,118647,120032,-,,gspE,EL389_RS00535,WP_001025155.1,461,MULTISPECIES: type II secretion system protein GspE
chromosome,NZ_AP018808.1,120042,120482,-,,ppdD,EL389_RS00540,WP_000360902.1,146,MULTISPECIES: prepilin peptidase-dependent pilin
chromosome,NZ_AP018808.1,120685,121578,-,,nadC,EL389_RS00545,WP_001135174.1,297,MULTISPECIES: carboxylating nicotinate-nucleotide diphosphorylase
chromosome,NZ_AP018808.1,121666,122217,+,,ampD,EL389_RS00550,WP_000923721.1,183,"MULTISPECIES: 1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD"
chromosome,NZ_AP018808.1,122214,123068,+,,ampE,EL389_RS00555,WP_000172006.1,284,MULTISPECIES: beta-lactamase regulator AmpE
chromosome,NZ_AP018808.1,123111,124481,-,,aroP,EL389_RS00560,WP_000399041.1,456,aromatic amino acid transporter AroP
chromosome,NZ_AP018808.1,125025,125789,+,,pdhR,EL389_RS00565,WP_000331776.1,254,MULTISPECIES: pyruvate dehydrogenase complex transcriptional repressor PdhR
chromosome,NZ_AP018808.1,125950,128613,+,,aceE,EL389_RS00570,WP_000003820.1,887,"MULTISPECIES: pyruvate dehydrogenase (acetyl-transferring), homodimeric type"
chromosome,NZ_AP018808.1,128628,130520,+,,aceF,EL389_RS00575,WP_000963518.1,630,MULTISPECIES: pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase
chromosome,NZ_AP018808.1,130845,132269,+,,lpdA,EL389_RS00580,WP_000102485.1,474,MULTISPECIES: dihydrolipoyl dehydrogenase
chromosome,NZ_AP018808.1,132340,134097,-,,,EL389_RS00585,WP_000784489.1,585,MULTISPECIES: DUF3300 domain-containing protein
chromosome,NZ_AP018808.1,134452,137049,+,,acnB,EL389_RS00590,WP_001429816.1,865,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
chromosome,NZ_AP018808.1,137224,137586,+,,,EL389_RS00595,WP_000384306.1,120,MULTISPECIES: YacL family protein
chromosome,NZ_AP018808.1,137624,138418,-,,speD,EL389_RS00600,WP_000734287.1,264,MULTISPECIES: adenosylmethionine decarboxylase
chromosome,NZ_AP018808.1,138434,139300,-,,speE,EL389_RS00605,WP_000818411.1,288,MULTISPECIES: polyamine aminopropyltransferase
chromosome,NZ_AP018808.1,139406,139753,-,,,EL389_RS00610,WP_001295568.1,115,MULTISPECIES: YacC family pilotin-like protein
chromosome,NZ_AP018808.1,139919,141469,+,,cueO,EL389_RS00615,WP_001189601.1,516,MULTISPECIES: multicopper oxidase CueO
chromosome,NZ_AP018808.1,141516,143906,-,,,EL389_RS00620,WP_001341254.1,796,quinoprotein glucose dehydrogenase
chromosome,NZ_AP018808.1,144112,144648,+,,,EL389_RS00625,WP_000683335.1,178,MULTISPECIES: hypoxanthine phosphoribosyltransferase
chromosome,NZ_AP018808.1,144689,145351,-,,,EL389_RS00630,WP_000651599.1,220,MULTISPECIES: carbonate dehydratase
chromosome,NZ_AP018808.1,145460,146386,+,,,EL389_RS00635,WP_000150637.1,308,MULTISPECIES: ABC transporter ATP-binding protein
chromosome,NZ_AP018808.1,146383,147153,+,,,EL389_RS00640,WP_000972203.1,256,MULTISPECIES: ABC transporter permease
chromosome,NZ_AP018808.1,147258,147698,+,,,EL389_RS00645,WP_000901990.1,146,MULTISPECIES: PTS sugar transporter subunit IIA
chromosome,NZ_AP018808.1,147762,148991,+,,,EL389_RS00650,WP_000277872.1,409,MULTISPECIES: polysaccharide deacetylase family protein
chromosome,NZ_AP018808.1,148995,149375,-,,panD,EL389_RS00655,WP_000621515.1,126,MULTISPECIES: aspartate 1-decarboxylase
chromosome,NZ_AP018808.1,149649,150551,+,,,EL389_RS00660,WP_000339944.1,300,MULTISPECIES: recombination-promoting nuclease RpnC
chromosome,NZ_AP018808.1,150625,151476,-,,panC,EL389_RS00665,WP_000905363.1,283,pantoate--beta-alanine ligase
chromosome,NZ_AP018808.1,151488,152282,-,,panB,EL389_RS00670,WP_000805445.1,264,MULTISPECIES: 3-methyl-2-oxobutanoate hydroxymethyltransferase
chromosome,NZ_AP018808.1,153722,154318,-,,,EL389_RS00680,WP_000553764.1,198,MULTISPECIES: fimbrial protein
chromosome,NZ_AP018808.1,154345,154947,-,,yadL,EL389_RS00685,WP_000143205.1,200,MULTISPECIES: fimbrial-like protein YadL
chromosome,NZ_AP018808.1,154962,155531,-,,,EL389_RS00690,WP_000591053.1,189,fimbrial protein
chromosome,NZ_AP018808.1,155548,158148,-,,,EL389_RS00695,WP_000153180.1,866,MULTISPECIES: Yad fimbria usher protein HtrE
chromosome,NZ_AP018808.1,158183,158923,-,,,EL389_RS00700,WP_000465930.1,246,MULTISPECIES: fimbrial chaperone
chromosome,NZ_AP018808.1,159028,159612,-,,,EL389_RS00705,WP_000038438.1,194,MULTISPECIES: fimbrial protein
chromosome,NZ_AP018808.1,159982,160461,-,,folK,EL389_RS00710,WP_000215124.1,159,MULTISPECIES: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
chromosome,NZ_AP018808.1,160458,161876,-,,pcnB,EL389_RS00715,WP_000174639.1,472,MULTISPECIES: polynucleotide adenylyltransferase PcnB
chromosome,NZ_AP018808.1,161915,162841,-,,gluQRS,EL389_RS00720,WP_000937432.1,308,MULTISPECIES: tRNA glutamyl-Q(34) synthetase GluQRS
chromosome,NZ_AP018808.1,162878,163333,-,,,EL389_RS00725,WP_001155227.1,151,MULTISPECIES: RNA polymerase-binding protein DksA
chromosome,NZ_AP018808.1,163511,164215,-,,sfsA,EL389_RS00730,WP_000396036.1,234,MULTISPECIES: DNA/RNA nuclease SfsA
chromosome,NZ_AP018808.1,164230,164760,-,,thpR,EL389_RS00735,WP_001294700.1,176,"MULTISPECIES: RNA 2\\',3\\'-cyclic phosphodiesterase"
chromosome,NZ_AP018808.1,164834,167263,+,,hrpB,EL389_RS00740,WP_001369168.1,809,ATP-dependent helicase HrpB
chromosome,NZ_AP018808.1,167395,169929,+,,mrcB,EL389_RS00745,WP_000918166.1,844,MULTISPECIES: bifunctional glycosyl transferase/transpeptidase
chromosome,NZ_AP018808.1,170149,172392,+,,fhuA,EL389_RS00750,WP_000124448.1,747,ferrichrome porin FhuA
chromosome,NZ_AP018808.1,172443,173240,+,,fhuC,EL389_RS00755,WP_001158929.1,265,MULTISPECIES: Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC
chromosome,NZ_AP018808.1,173240,174130,+,,fhuD,EL389_RS00760,WP_001307577.1,296,Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD
chromosome,NZ_AP018808.1,174127,176109,+,,fhuB,EL389_RS00765,WP_000044066.1,660,MULTISPECIES: Fe(3+)-hydroxamate ABC transporter permease FhuB
chromosome,NZ_AP018808.1,176144,177424,-,,,EL389_RS00770,WP_000045291.1,426,"MULTISPECIES: glutamate-1-semialdehyde 2,1-aminomutase"
chromosome,NZ_AP018808.1,177649,179070,+,,clcA,EL389_RS00775,WP_000845404.1,473,H(+)/Cl(-) exchange transporter ClcA
chromosome,NZ_AP018808.1,179094,179159,+,,,EL389_RS00780,WP_120795373.1,21,MULTISPECIES: protein YadW
chromosome,NZ_AP018808.1,179152,179496,+,,erpA,EL389_RS00785,WP_001295564.1,114,MULTISPECIES: iron-sulfur cluster insertion protein ErpA
chromosome,NZ_AP018808.1,179543,180166,-,,,EL389_RS00790,WP_000964221.1,207,MULTISPECIES: TRIC cation channel family protein
chromosome,NZ_AP018808.1,180204,181004,-,,btuF,EL389_RS00795,WP_001129927.1,266,MULTISPECIES: vitamin B12 ABC transporter substrate-binding protein BtuF
chromosome,NZ_AP018808.1,180997,181695,-,,mtnN,EL389_RS00800,WP_000689833.1,232,MULTISPECIES: 5\\'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
chromosome,NZ_AP018808.1,181779,183296,+,,,EL389_RS00805,WP_000057067.1,505,MULTISPECIES: dGTPase
chromosome,NZ_AP018808.1,183426,184850,+,,degP,EL389_RS00810,WP_000753939.1,474,serine endoprotease DegP
chromosome,NZ_AP018808.1,185028,186158,+,,,EL389_RS00815,WP_000046052.1,376,MULTISPECIES: DNA-binding transcriptional regulator CdaR
chromosome,NZ_AP018808.1,186247,186633,-,,,EL389_RS00820,WP_000272188.1,128,MULTISPECIES: DUF3461 family protein
chromosome,NZ_AP018808.1,186679,186876,+,,,EL389_RS00825,WP_122985489.1,65,MULTISPECIES: hypothetical protein
chromosome,NZ_AP018808.1,186795,187607,-,,yaeI,EL389_RS00830,WP_000625636.1,270,MULTISPECIES: phosphodiesterase YaeI
chromosome,NZ_AP018808.1,187662,188486,-,,dapD,EL389_RS00835,WP_001186650.1,274,"MULTISPECIES: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
chromosome,NZ_AP018808.1,188517,191189,-,,glnD,EL389_RS00840,WP_001094583.1,890,MULTISPECIES: bifunctional uridylyltransferase/uridylyl-removing protein GlnD
chromosome,NZ_AP018808.1,191251,192045,-,,map,EL389_RS00845,WP_001018204.1,264,type I methionyl aminopeptidase
chromosome,NZ_AP018808.1,192413,193138,+,,rpsB,EL389_RS00850,WP_000246884.1,241,MULTISPECIES: 30S ribosomal protein S2
chromosome,NZ_AP018808.1,193396,194247,+,,tsf,EL389_RS00855,WP_000818114.1,283,MULTISPECIES: elongation factor Ts
chromosome,NZ_AP018808.1,194394,195119,+,,pyrH,EL389_RS00860,WP_000224573.1,241,MULTISPECIES: UMP kinase
chromosome,NZ_AP018808.1,195411,195968,+,,,EL389_RS00865,WP_000622418.1,185,MULTISPECIES: ribosome recycling factor
chromosome,NZ_AP018808.1,196060,197256,+,,ispC,EL389_RS00870,WP_000811923.1,398,MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate reductoisomerase
chromosome,NZ_AP018808.1,198215,199072,+,,cdsA,EL389_RS00880,WP_000922446.1,285,MULTISPECIES: phosphatidate cytidylyltransferase
chromosome,NZ_AP018808.1,199084,200397,+,,rseP,EL389_RS00885,WP_126347087.1,437,sigma E protease regulator RseP
chromosome,NZ_AP018808.1,200465,202897,+,,bamA,EL389_RS00890,WP_001240896.1,810,MULTISPECIES: outer membrane protein assembly factor BamA
chromosome,NZ_AP018808.1,203019,203504,+,,skp,EL389_RS00895,WP_000758956.1,161,MULTISPECIES: molecular chaperone Skp
chromosome,NZ_AP018808.1,203508,204533,+,,lpxD,EL389_RS00900,WP_001139279.1,341,MULTISPECIES: UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
chromosome,NZ_AP018808.1,204638,205093,+,,fabZ,EL389_RS00905,WP_000210739.1,151,MULTISPECIES: 3-hydroxyacyl-ACP dehydratase FabZ
chromosome,NZ_AP018808.1,205097,205885,+,,lpxA,EL389_RS00910,WP_000565966.1,262,MULTISPECIES: acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
chromosome,NZ_AP018808.1,205885,207033,+,,lpxB,EL389_RS00915,WP_000139659.1,382,MULTISPECIES: lipid-A-disaccharide synthase
chromosome,NZ_AP018808.1,207030,207626,+,,rnhB,EL389_RS00920,WP_000569430.1,198,MULTISPECIES: ribonuclease HII
chromosome,NZ_AP018808.1,207663,211145,+,,dnaE,EL389_RS00925,WP_001294742.1,1160,DNA polymerase III subunit alpha
chromosome,NZ_AP018808.1,211158,212117,+,,accA,EL389_RS00930,WP_000055741.1,319,MULTISPECIES: acetyl-CoA carboxylase carboxyl transferase subunit alpha
chromosome,NZ_AP018808.1,212216,214357,+,,ldcC,EL389_RS00935,WP_001020970.1,713,lysine decarboxylase LdcC
chromosome,NZ_AP018808.1,214414,214803,+,,,EL389_RS00940,WP_000901098.1,129,MULTISPECIES: VOC family protein
chromosome,NZ_AP018808.1,214868,216166,+,,tilS,EL389_RS00945,WP_000176573.1,432,MULTISPECIES: tRNA lysidine(34) synthetase TilS
chromosome,NZ_AP018808.1,216215,216475,-,,rof,EL389_RS00950,WP_000062312.1,86,MULTISPECIES: Rho-binding antiterminator
chromosome,NZ_AP018808.1,216462,216662,-,,,EL389_RS00955,WP_000417058.1,66,MULTISPECIES: YaeP family protein
chromosome,NZ_AP018808.1,216828,217373,+,,,EL389_RS00960,WP_001185290.1,181,MULTISPECIES: YaeQ family protein
